"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2021","Western Kentucky",69.2213,174,67.8051,210,104.241,107,106.591,103,97.2693,69,97.6013,90,8.98971,92
"2021","Western Michigan",68.0194,224,66.2576,284,93.212,311,94.9602,291,107.748,299,104.773,227,-9.81255,269
"2021","Wichita St.",67.6344,245,67.3486,231,103.413,127,109.04,68,99.888,129,97.1562,82,11.8833,72
"2021","William & Mary",67.2316,263,68.3558,183,95.0769,287,94.9865,290,106.871,287,106.858,271,-11.871,298
"2021","Winthrop",72.7021,40,73.6161,11,109.293,36,105.204,120,91.6949,14,96.1911,67,9.01314,91
"2021","Wisconsin",65.7692,317,64.9103,327,105.076,92,112.558,32,97.043,65,89.9716,13,22.5866,12
"2021","Wofford",67.2673,262,66.1623,291,106.371,75,106.455,106,103.456,228,101.744,164,4.71113,124
"2021","Wright St.",72.11,55,71.3683,51,113.038,11,108.619,76,93.0483,20,96.0349,64,12.5843,67
"2021","Wyoming",69.9863,136,69.3007,131,108.1,52,109.286,67,107.28,293,108.793,305,0.492437,161
"2021","Xavier",69.5632,158,68.197,188,106.368,76,110.732,46,99.8495,128,97.5103,88,13.2214,61
"2021","Yale",0,348,68.2047,187,0,348,107.15,96,200,348,101.799,167,5.35114,120
"2021","Youngstown St.",68.3325,206,67.9007,204,106.102,81,102.533,167,108.592,309,109,308,-6.46642,233
